eta,SURVEY_YEAR
0.008379870257732545,2006
1.8077101928715974e-14,2006
8.057204369603651e-08,2006
8.057204369603651e-08,2006
8.057204369603651e-08,2006
7.910780534439948e-08,2006
7.910780534439948e-08,2006
7.910780534439948e-08,2006
1.9989628234024568e-11,2006
1.9989628234024568e-11,2006
1.8069040336335645e-09,2006
1.8069040336335645e-09,2006
1.1639941080660837e-05,2006
1.1639941080660837e-05,2006
1.1639941080660837e-05,2006
1.1639941080660837e-05,2006
1.1639941080660837e-05,2006
5.818326929152969e-14,2006
8.071703996470106e-08,2006
8.071703996470106e-08,2006
4.7246795986240106e-11,2006
4.7246795986240106e-11,2006
4.7246795986240106e-11,2006
1.1400373655348814e-06,2006
1.3669792778490088e-07,2006
1.3669792778490088e-07,2006
7.501384620410354e-07,2006
7.501384620410354e-07,2006
2.0215502168659186e-09,2006
0.14742596244989442,2006
0.14742596244989442,2006
0.14742596244989442,2006
0.14742596244989442,2006
7.642777097976092e-10,2006
7.748639584283915e-08,2006
7.748639584283915e-08,2006
7.748639584283915e-08,2006
7.748639584283915e-08,2006
0.15266903565459888,2006
0.15266903565459888,2006
0.15266903565459888,2006
4.1788253981682386e-05,2006
4.1788253981682386e-05,2006
4.1788253981682386e-05,2006
4.1788253981682386e-05,2006
7.362048454859679e-06,2006
7.362048454859679e-06,2006
1.476595832933132e-05,2006
1.476595832933132e-05,2006
1.4796285104765766e-09,2006
1.4796285104765766e-09,2006
5.048750263249326e-14,2006
0.001491886379132031,2006
4.192836814865225e-05,2006
4.192836814865225e-05,2006
0.00012251704669015063,2006
1.9244320099331003e-09,2006
1.9244320099331003e-09,2006
1.9244320099331003e-09,2006
1.776285313273713e-14,2006
1.776285313273713e-14,2006
9.464936987484977e-07,2006
9.464936987484977e-07,2006
9.464936987484977e-07,2006
3.369154883633539e-08,2006
1.3722747962461097e-07,2006
2.404243835921918e-06,2006
0.005152451618461161,2006
0.005152451618461161,2006
0.005152451618461161,2006
0.005152451618461161,2006
0.005152451618461161,2006
0.005152451618461161,2006
0.005152451618461161,2006
0.005152451618461161,2006
6.482224620747734e-05,2006
6.482224620747734e-05,2006
6.482224620747734e-05,2006
6.482224620747734e-05,2006
0.32944704727803376,2006
0.003452337462846775,2006
0.003452337462846775,2006
0.3778950011690671,2006
0.3778950011690671,2006
0.3778950011690671,2006
0.3778950011690671,2006
7.596208421316063e-07,2006
7.596208421316063e-07,2006
0.0016943525555436654,2006
0.0016943525555436654,2006
0.0016943525555436654,2006
0.0016943525555436654,2006
0.0016943525555436654,2006
0.2723003525706091,2006
0.2723003525706091,2006
0.2723003525706091,2006
1.3277301140100256e-07,2006
1.3277301140100256e-07,2006
0.006229873375976259,2006
0.006229873375976259,2006
0.006229873375976259,2006
0.006229873375976259,2006
0.006229873375976259,2006
6.8806251497030885e-06,2006
6.8806251497030885e-06,2006
6.8806251497030885e-06,2006
1.114155956866093e-06,2006
1.114155956866093e-06,2006
1.114155956866093e-06,2006
4.738296189664682e-11,2006
4.738296189664682e-11,2006
6.499338567628036e-06,2006
6.499338567628036e-06,2006
4.856364704605467e-11,2006
4.856364704605467e-11,2006
7.5496661010886925e-06,2006
0.007405365304261343,2006
0.007405365304261343,2006
0.007405365304261343,2006
0.007405365304261343,2006
0.0012595849058710054,2006
0.0012595849058710054,2006
0.0012595849058710054,2006
0.004023298676812722,2006
0.004023298676812722,2006
0.004023298676812722,2006
0.004023298676812722,2006
0.004023298676812722,2006
0.004305018766476425,2006
0.004305018766476425,2006
0.004305018766476425,2006
0.004305018766476425,2006
0.004305018766476425,2006
7.342985211761124e-06,2006
7.342985211761124e-06,2006
7.342985211761124e-06,2006
1.583023258057886e-11,2006
2.7598969024390994e-05,2006
2.7598969024390994e-05,2006
2.7598969024390994e-05,2006
2.7598969024390994e-05,2006
2.7598969024390994e-05,2006
2.7598969024390994e-05,2006
2.7598969024390994e-05,2006
1.4147840630179274e-07,2006
5.171170445456634e-10,2006
5.171170445456634e-10,2006
5.171170445456634e-10,2006
1.8354025381161497e-14,2006
2.481891964984839e-07,2006
2.481891964984839e-07,2006
2.481891964984839e-07,2006
2.481891964984839e-07,2006
2.481891964984839e-07,2006
1.4900443426956025e-14,2006
1.4900443426956025e-14,2006
1.4900443426956025e-14,2006
7.853779014081195e-08,2006
5.2313339163096505e-14,2006
0.0013658439636084602,2006
0.0013658439636084602,2006
0.0013658439636084602,2006
0.0013658439636084602,2006
5.7894817700765056e-08,2006
5.7894817700765056e-08,2006
5.7894817700765056e-08,2006
5.7894817700765056e-08,2006
0.007097590177853627,2006
0.007097590177853627,2006
0.007097590177853627,2006
1.4512952087746125e-09,2006
1.4512952087746125e-09,2006
1.4512952087746125e-09,2006
0.03651927237293969,2006
0.03651927237293969,2006
0.03651927237293969,2006
0.03651927237293969,2006
0.03651927237293969,2006
0.02285060990845168,2006
0.02285060990845168,2006
0.02285060990845168,2006
0.020186101289799026,2006
0.020186101289799026,2006
0.020186101289799026,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
0.1864160614511719,2006
5.461386312222578e-08,2006
5.461386312222578e-08,2006
5.461386312222578e-08,2006
5.461386312222578e-08,2006
1.0844442762153978e-06,2006
1.0844442762153978e-06,2006
2.2257402802657428e-08,2006
7.61056016891254e-12,2006
7.61056016891254e-12,2006
0.0011989794895276898,2006
0.0011989794895276898,2006
5.8726009873313626e-05,2006
5.8726009873313626e-05,2006
5.8726009873313626e-05,2006
0.09944965547975232,2006
0.09944965547975232,2006
0.09944965547975232,2006
0.043734808928621506,2006
0.043734808928621506,2006
0.043734808928621506,2006
0.0003611317834603486,2006
0.0003611317834603486,2006
0.0003611317834603486,2006
0.0009711554495534147,2006
5.040620256302747e-05,2006
5.040620256302747e-05,2006
5.040620256302747e-05,2006
5.040620256302747e-05,2006
5.040620256302747e-05,2006
5.040620256302747e-05,2006
5.040620256302747e-05,2006
0.03646476194628291,2006
0.004808609621413327,2006
0.004808609621413327,2006
2.977797668815849e-06,2006
1.0023780129644372e-05,2006
1.0023780129644372e-05,2006
1.0023780129644372e-05,2006
0.00015699306811158825,2006
0.00015699306811158825,2006
3.946065061585036e-07,2006
3.946065061585036e-07,2006
3.946065061585036e-07,2006
1.0542278135189328e-09,2006
1.0542278135189328e-09,2006
1.0542278135189328e-09,2006
1.0542278135189328e-09,2006
9.818033350142836e-12,2006
9.818033350142836e-12,2006
9.818033350142836e-12,2006
9.818033350142836e-12,2006
9.818033350142836e-12,2006
0.00021901220261739222,2006
0.00021901220261739222,2006
0.00021901220261739222,2006
0.00021901220261739222,2006
0.08318649448566239,2006
0.08318649448566239,2006
0.08318649448566239,2006
8.998481161457854e-06,2006
0.03374656052885843,2006
0.03374656052885843,2006
0.03374656052885843,2006
0.03374656052885843,2006
0.03374656052885843,2006
0.03374656052885843,2006
0.006185084608406689,2006
0.06393746060757274,2006
0.06393746060757274,2006
1.711934819533734e-14,2006
5.3998553957423715e-05,2006
5.3998553957423715e-05,2006
0.03416626224550827,2006
1.965092136249236e-06,2006
1.965092136249236e-06,2006
0.0009269163846604949,2006
0.0009269163846604949,2006
0.0009269163846604949,2006
0.0009269163846604949,2006
0.0009269163846604949,2006
0.00016786113559312828,2006
0.00016786113559312828,2006
0.00016786113559312828,2006
0.0009042665095392143,2006
0.0009042665095392143,2006
0.017354457731911445,2006
0.017354457731911445,2006
0.017354457731911445,2006
0.005320913671792217,2006
0.0915228538922127,2006
1.2104685998117259e-05,2006
1.2104685998117259e-05,2006
1.2104685998117259e-05,2006
1.2104685998117259e-05,2006
1.2104685998117259e-05,2006
1.4692043019495936e-05,2006
1.4692043019495936e-05,2006
1.4692043019495936e-05,2006
0.03269514207452335,2006
0.03269514207452335,2006
0.03269514207452335,2006
0.03269514207452335,2006
0.03269514207452335,2006
0.03269514207452335,2006
0.03269514207452335,2006
0.0016394612558912757,2006
0.0060740936227366826,2006
0.0060740936227366826,2006
0.001245073327051269,2006
1.4796285104765766e-09,2006
0.03954654111713206,2006
0.03954654111713206,2006
2.9117460206446582e-05,2006
2.9117460206446582e-05,2006
2.9117460206446582e-05,2006
0.09061879329704693,2006
0.09061879329704693,2006
0.09061879329704693,2006
0.09061879329704693,2006
0.00544089615571676,2006
0.00544089615571676,2006
0.00544089615571676,2006
0.00544089615571676,2006
0.00544089615571676,2006
0.00544089615571676,2006
0.1337620335208182,2006
0.1337620335208182,2006
0.1337620335208182,2006
0.1337620335208182,2006
0.1337620335208182,2006
0.00042266357253186387,2006
0.00042266357253186387,2006
0.00042266357253186387,2006
0.00020762130560418113,2006
0.00020762130560418113,2006
0.021506392974236267,2006
0.022411495706389954,2006
0.022411495706389954,2006
0.022411495706389954,2006
0.022411495706389954,2006
0.022411495706389954,2006
0.32812592596194345,2006
0.32812592596194345,2006
0.32812592596194345,2006
0.32812592596194345,2006
0.32812592596194345,2006
0.32812592596194345,2006
0.0911851875234918,2006
0.0911851875234918,2006
0.0911851875234918,2006
0.0911851875234918,2006
0.00042306905219193874,2006
0.00042306905219193874,2006
0.00042306905219193874,2006
0.00042306905219193874,2006
0.0002429145332011374,2006
0.0002429145332011374,2006
0.0002429145332011374,2006
0.0002429145332011374,2006
0.0002429145332011374,2006
4.236658320220901e-05,2006
4.236658320220901e-05,2006
4.236658320220901e-05,2006
4.236658320220901e-05,2006
4.236658320220901e-05,2006
4.236658320220901e-05,2006
0.00013266933432967687,2006
0.00013266933432967687,2006
0.00013266933432967687,2006
0.00013266933432967687,2006
0.00013266933432967687,2006
0.00013266933432967687,2006
2.1221307270118705e-10,2006
0.17164387947019033,2006
0.17164387947019033,2006
0.17164387947019033,2006
0.17164387947019033,2006
0.17164387947019033,2006
0.27540436652923606,2006
0.27540436652923606,2006
0.27540436652923606,2006
0.27540436652923606,2006
0.0004330111509490291,2006
0.0004330111509490291,2006
0.00021596310954631967,2006
0.00021596310954631967,2006
0.24833711918740756,2006
0.3102477140559754,2006
0.3102477140559754,2006
0.002193581239014684,2006
0.002193581239014684,2006
0.002193581239014684,2006
0.002193581239014684,2006
0.2653451418669227,2006
0.2653451418669227,2006
0.2653451418669227,2006
0.005604432867959522,2006
0.005604432867959522,2006
0.0008262069223588795,2006
0.0008262069223588795,2006
0.0008262069223588795,2006
0.0008262069223588795,2006
4.157134380215897e-08,2006
4.157134380215897e-08,2006
0.0001934929515558481,2006
0.0001934929515558481,2006
0.11140279217687471,2006
0.1484049447928437,2006
0.1484049447928437,2006
0.1484049447928437,2006
0.1484049447928437,2006
0.003739472801565629,2006
4.267743570862083e-07,2006
8.705607409758476e-07,2006
8.705607409758476e-07,2006
8.705607409758476e-07,2006
8.705607409758476e-07,2006
4.5217923905524546e-05,2006
1.8146040524104913e-09,2006
1.8146040524104913e-09,2006
1.8146040524104913e-09,2006
1.933406792574948e-14,2006
9.573183199448876e-10,2006
9.573183199448876e-10,2006
5.271423592789469e-11,2006
5.271423592789469e-11,2006
1.0604278488572935e-06,2006
1.0604278488572935e-06,2006
1.0604278488572935e-06,2006
1.0604278488572935e-06,2006
1.0604278488572935e-06,2006
1.863364170045391e-14,2006
1.1198656498748432e-08,2006
1.1198656498748432e-08,2006
1.1198656498748432e-08,2006
2.3907538007630716e-10,2006
2.3907538007630716e-10,2006
2.3907538007630716e-10,2006
2.3907538007630716e-10,2006
0.017015568003753114,2006
0.017015568003753114,2006
0.07182297390765127,2006
0.07182297390765127,2006
0.07182297390765127,2006
0.07182297390765127,2006
5.02403868090862e-10,2006
5.02403868090862e-10,2006
5.02403868090862e-10,2006
5.02403868090862e-10,2006
5.204214923389346e-11,2006
5.02403868090862e-10,2006
5.02403868090862e-10,2006
1.9068950885235958e-14,2006
1.9068950885235958e-14,2006
0.06585132719693661,2006
0.06585132719693661,2006
0.06585132719693661,2006
0.06585132719693661,2006
1.0469767185873463e-05,2006
1.0469767185873463e-05,2006
1.0469767185873463e-05,2006
2.2542058307490073e-14,2006
2.7939897472658397e-07,2006
2.7939897472658397e-07,2006
2.7939897472658397e-07,2006
3.070672814469049e-05,2006
3.070672814469049e-05,2006
3.070672814469049e-05,2006
3.070672814469049e-05,2006
1.4864113039036567e-05,2006
1.4864113039036567e-05,2006
4.425997430790194e-11,2006
4.425997430790194e-11,2006
4.425997430790194e-11,2006
0.03657383232770833,2006
0.03657383232770833,2006
0.06754404307202733,2006
7.858984007309985e-12,2006
7.638897801743542e-12,2006
7.638897801743542e-12,2006
7.638897801743542e-12,2006
7.638897801743542e-12,2006
0.0050004714840769775,2006
0.0050004714840769775,2006
0.11649972955104632,2006
0.11649972955104632,2006
0.11649972955104632,2006
0.11649972955104632,2006
0.10068014282534464,2006
0.0014387655892058083,2006
0.0014387655892058083,2006
0.0014387655892058083,2006
0.0014387655892058083,2006
0.0014387655892058083,2006
2.932310736164564e-07,2006
0.3605421780253359,2006
0.3605421780253359,2006
0.3605421780253359,2006
0.3605421780253359,2006
0.00031660739830185867,2006
3.101146045027223e-06,2006
4.231227820716199e-05,2006
1.741659032106233e-12,2006
1.741659032106233e-12,2006
1.741659032106233e-12,2006
1.741659032106233e-12,2006
1.741659032106233e-12,2006
1.741659032106233e-12,2006
1.741659032106233e-12,2006
1.741659032106233e-12,2006
3.141459249414293e-14,2006
6.794837023164841e-10,2006
6.794837023164841e-10,2006
0.0015215985562118063,2006
4.048960060815657e-06,2006
4.048960060815657e-06,2006
4.048960060815657e-06,2006
3.706181895835e-08,2006
0.0017826272278939567,2006
0.0017826272278939567,2006
0.0017826272278939567,2006
1.863364170045391e-14,2006
5.3037361145484394e-14,2006
5.3037361145484394e-14,2006
7.566127336339585e-06,2006
0.02262794641885069,2006
0.02262794641885069,2006
0.02262794641885069,2006
0.036571499260520404,2006
0.036571499260520404,2006
4.219879124745693e-12,2006
4.219879124745693e-12,2006
0.17182088151384733,2006
0.17182088151384733,2006
0.17182088151384733,2006
5.792351691897256e-14,2006
1.863364170045391e-14,2006
0.004821075036556077,2006
0.004821075036556077,2006
0.004821075036556077,2006
0.004821075036556077,2006
0.004821075036556077,2006
0.004821075036556077,2006
0.004821075036556077,2006
1.1032485986887083e-09,2006
0.0019243516561660997,2006
0.060314024659931464,2006
0.060314024659931464,2006
0.060314024659931464,2006
3.0162729831134073e-06,2006
3.0162729831134073e-06,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.10811025020995031,2006
0.01826506222004358,2006
0.01826506222004358,2006
1.5000621712739633e-05,2006
1.5000621712739633e-05,2006
2.8880011296643605e-12,2006
0.13754211734513677,2006
0.13754211734513677,2006
0.13754211734513677,2006
0.13754211734513677,2006
2.9233790935767114e-06,2006
2.9233790935767114e-06,2006
0.08530073246408684,2006
0.08530073246408684,2006
0.08530073246408684,2006
0.08530073246408684,2006
0.08530073246408684,2006
0.08530073246408684,2006
0.00024004129953867517,2006
0.00024004129953867517,2006
0.00024004129953867517,2006
0.00024004129953867517,2006
0.00024004129953867517,2006
1.860804697591836e-14,2006
1.5733788106174828e-08,2006
1.5733788106174828e-08,2006
6.603946482638558e-06,2006
6.603946482638558e-06,2006
6.603946482638558e-06,2006
0.00024643520238638595,2006
0.00024643520238638595,2006
3.914012792406432e-07,2006
3.914012792406432e-07,2006
3.914012792406432e-07,2006
3.914012792406432e-07,2006
0.00017236744556453648,2006
0.00017236744556453648,2006
0.00017236744556453648,2006
0.00017236744556453648,2006
0.0006977222459641465,2006
0.0006977222459641465,2006
0.0006977222459641465,2006
0.0006977222459641465,2006
0.0006977222459641465,2006
5.430490762043998e-10,2006
0.2106462071838561,2006
0.2106462071838561,2006
0.2106462071838561,2006
0.2106462071838561,2006
0.2106462071838561,2006
0.2106462071838561,2006
0.2106462071838561,2006
3.5568509841613312e-06,2006
3.5568509841613312e-06,2006
3.5568509841613312e-06,2006
3.5568509841613312e-06,2006
3.5568509841613312e-06,2006
3.5568509841613312e-06,2006
3.5568509841613312e-06,2006
0.3163922199582384,2006
0.3163922199582384,2006
0.013200996279683812,2006
0.013200996279683812,2006
0.0011861341899985392,2006
0.021207957107585232,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.14885656323242658,2006
0.11089692909119604,2006
0.11089692909119604,2006
1.1084150818810316e-06,2006
1.1084150818810316e-06,2006
1.1084150818810316e-06,2006
1.1084150818810316e-06,2006
1.1084150818810316e-06,2006
6.364023661760608e-05,2006
6.364023661760608e-05,2006
6.364023661760608e-05,2006
2.712697371553857e-06,2006
2.712697371553857e-06,2006
2.712697371553857e-06,2006
2.712697371553857e-06,2006
6.305767077713668e-12,2006
6.549787955328024e-06,2006
6.549787955328024e-06,2006
0.0730884542718241,2006
0.0730884542718241,2006
0.0730884542718241,2006
4.123777159296806e-09,2006
4.123777159296806e-09,2006
4.123777159296806e-09,2006
4.123777159296806e-09,2006
0.06916140488820563,2006
0.34150845154356435,2006
0.34150845154356435,2006
0.34150845154356435,2006
0.34150845154356435,2006
0.34150845154356435,2006
0.34150845154356435,2006
0.34150845154356435,2006
0.34150845154356435,2006
3.172219399211634e-05,2006
3.172219399211634e-05,2006
3.4946479717238146e-11,2006
3.4946479717238146e-11,2006
0.03741378153303317,2006
0.03741378153303317,2006
0.03741378153303317,2006
0.03741378153303317,2006
0.03741378153303317,2006
0.017599531852181122,2006
0.017599531852181122,2006
0.017599531852181122,2006
8.943177865853953e-12,2006
0.0061045378974407235,2006
0.0061045378974407235,2006
0.0061045378974407235,2006
0.0061045378974407235,2006
2.1748954825635935e-05,2006
2.1748954825635935e-05,2006
2.1748954825635935e-05,2006
0.046835505371077384,2006
4.97411752335536e-07,2006
4.97411752335536e-07,2006
4.97411752335536e-07,2006
4.97411752335536e-07,2006
4.97411752335536e-07,2006
4.97411752335536e-07,2006
3.0711306390483637e-09,2006
0.0008422359275733792,2006
0.0008422359275733792,2006
0.0008422359275733792,2006
0.0008422359275733792,2006
0.025136439874901554,2006
3.026439881875188e-09,2006
1.2594909202490732e-08,2006
0.0016979810570856317,2006
0.0016979810570856317,2006
0.22406351135843924,2006
0.22406351135843924,2006
0.04755936015246889,2006
0.04755936015246889,2006
0.04755936015246889,2006
0.04755936015246889,2006
0.04755936015246889,2006
0.04755936015246889,2006
0.04755936015246889,2006
4.444858567159201e-11,2006
4.444858567159201e-11,2006
7.043749364545904e-06,2006
7.043749364545904e-06,2006
1.0432748730493306e-09,2006
1.0432748730493306e-09,2006
1.0432748730493306e-09,2006
4.338220720110882e-10,2006
4.338220720110882e-10,2006
4.338220720110882e-10,2006
6.6555313337266075e-09,2006
8.5246317718144e-06,2006
8.5246317718144e-06,2006
8.5246317718144e-06,2006
8.5246317718144e-06,2006
8.5246317718144e-06,2006
8.5246317718144e-06,2006
7.218332078536727e-12,2006
7.218332078536727e-12,2006
7.218332078536727e-12,2006
7.218332078536727e-12,2006
0.00023566099996029345,2006
0.00023566099996029345,2006
0.00023566099996029345,2006
0.00023566099996029345,2006
0.00023566099996029345,2006
0.00023566099996029345,2006
1.5719008800911784e-14,2006
1.5719008800911784e-14,2006
1.5719008800911784e-14,2006
1.5719008800911784e-14,2006
0.00031311162332723974,2006
0.00031311162332723974,2006
0.28903841641365036,2006
0.28903841641365036,2006
0.28903841641365036,2006
0.0006541855554453497,2006
0.0006541855554453497,2006
0.0006541855554453497,2006
0.015053162322739467,2006
0.015053162322739467,2006
0.015053162322739467,2006
0.0009177845315327573,2006
0.0009177845315327573,2006
1.4131097584856593e-05,2006
0.025112943574422585,2006
0.025112943574422585,2006
0.025112943574422585,2006
0.015025263231617186,2006
0.015025263231617186,2006
0.015025263231617186,2006
0.0013190892384933948,2006
0.0013190892384933948,2006
0.0013190892384933948,2006
0.002003488313269411,2006
1.5887795579455315e-14,2006
1.5887795579455315e-14,2006
0.00019322722562122117,2006
0.00019322722562122117,2006
0.00033721829569572054,2006
3.183689491401676e-08,2006
3.183689491401676e-08,2006
3.183689491401676e-08,2006
2.0266286740104266e-11,2006
2.0266286740104266e-11,2006
2.0266286740104266e-11,2006
9.894591646247203e-12,2006
9.894591646247203e-12,2006
1.9628723341083984e-11,2006
1.9628723341083984e-11,2006
1.9628723341083984e-11,2006
1.9628723341083984e-11,2006
1.9262789831633303e-09,2006
1.9262789831633303e-09,2006
1.9262789831633303e-09,2006
1.9262789831633303e-09,2006
1.9262789831633303e-09,2006
1.01931075143386e-09,2006
1.01931075143386e-09,2006
1.01931075143386e-09,2006
3.675799826561485e-09,2006
3.675799826561485e-09,2006
3.675799826561485e-09,2006
1.7380154695909073e-14,2006
1.8163186278025405e-14,2006
0.002828069864688127,2006
0.002828069864688127,2006
1.8744385617431005e-14,2006
1.8744385617431005e-14,2006
6.274201258221601e-12,2006
6.274201258221601e-12,2006
1.9989628234024568e-11,2006
1.9989628234024568e-11,2006
1.9989628234024568e-11,2006
2.2497300886445026e-11,2006
2.2497300886445026e-11,2006
2.2497300886445026e-11,2006
6.080919732404448e-08,2006
6.080919732404448e-08,2006
0.053566197530471746,2006
0.053566197530471746,2006
4.976270443306378e-11,2006
4.976270443306378e-11,2006
4.976270443306378e-11,2006
1.8659271629647152e-14,2006
4.174268568585967e-12,2006
4.174268568585967e-12,2006
4.51388399425242e-12,2006
4.51388399425242e-12,2006
0.0043040574460217204,2006
0.0043040574460217204,2006
0.0043040574460217204,2006
0.0043040574460217204,2006
0.0043040574460217204,2006
0.004810678159481378,2006
2.8243469580815825e-12,2006
2.8243469580815825e-12,2006
2.8243469580815825e-12,2006
2.8243469580815825e-12,2006
2.8243469580815825e-12,2006
2.8243469580815825e-12,2006
0.01275389122974578,2006
0.01275389122974578,2006
1.5680734267919537e-05,2006
1.5680734267919537e-05,2006
0.18728085288921434,2006
0.18728085288921434,2006
0.18728085288921434,2006
1.0742407487781423e-06,2006
1.0742407487781423e-06,2006
0.1756816647218717,2006
0.1756816647218717,2006
0.1756816647218717,2006
0.1756816647218717,2006
0.1756816647218717,2006
0.00026128592285261176,2006
0.00026128592285261176,2006
0.00026128592285261176,2006
0.0030090267908013577,2006
0.0030090267908013577,2006
0.0030090267908013577,2006
0.0030090267908013577,2006
0.0030090267908013577,2006
0.00019623014841999584,2006
0.00019623014841999584,2006
0.00019623014841999584,2006
0.00019623014841999584,2006
0.00019623014841999584,2006
0.00019623014841999584,2006
0.05499100999361552,2006
0.05499100999361552,2006
0.05499100999361552,2006
0.05499100999361552,2006
0.05499100999361552,2006
0.05499100999361552,2006
